network_age,Aggregate_Total_Rev,Aggregate_SMS_Rev,Aggregate_Data_Rev,Aggregate_Data_Vol,Aggregate_Calls,Aggregate_ONNET_REV,Aggregate_OFFNET_REV,Aggregate_complaint_count,aug_user_type,sep_user_type,aug_fav_a,sep_fav_a,Class
224,167.282,16.11,37.5,163534.6055,12,12,1790,1,2G,2G,ptcl,ptcl,Churned
225,996.69,12.04,1.25,79458.5771,240,0,6886,2,3G,3G,zong,ufone,Active
226,1215.1416,86.83,248.75,897415.3671,60,894,8210,2,Other,Other,ufone,ptcl,Active
227,343.2808,65.41,43.75,176679.2842,29,906,1021,2,2G,2G,ufone,ufone,Active
227,233.23,0,25,7035971.41,18,0,3714,1,3G,3G,zong,warid,Active
228,1929.63,93.48,281.25,3338216.653,418,0,16489,4,3G,3G,telenor,ptcl,Active
231,410.9916,0,88.75,15544589.01,20,0,3340,1,3G,3G,warid,warid,Churned
233,488.0884,0,82.5,99456402.05,17,798,2049,1,3G,3G,ptcl,ptcl,Active
233,509.2452,36.21,15,674.5069,145,4392,31497,1,Other,Other,telenor,mobilink,Churned
236,242.9804,0,47.5,2008.5332,48,750,11686,1,3G,,mobilink,warid,Churned
238,707.6352,22.45,210,85675.5967,75,3786,11692,1,3G,3G,telenor,telenor,Churned
240,1217.112,30.38,41.25,37986.0157,615,53058,9191,2,Other,Other,ufone,ufone,Churned
243,376.5892,9.56,26.25,9622013.832,35,300,1094,1,3G,3G,ufone,ufone,Churned
250,385.7884,0,136.25,543844.5078,8,0,1432,1,3G,3G,0,ptcl,Active
253,2287.42,38.65,40,4668602.188,214,4230,358,2,3G,3G,zong,ufone,Churned
254,978.76,11.95,42.5,1002857.23,52,0,358,1,3G,3G,mobilink,ufone,Churned
256,1013.586,21.87,1.25,1.0273,601,11124,1915,2,Other,Other,ufone,ufone,Churned
257,580.1016,7,110,32422253.71,32,954,5601,6,3G,3G,zong,ptcl,Active
258,911.13,119,0,6.1348,247,25356,29860,1,3G,3G,mobilink,ufone,Active
259,1270.252,4.1,173.75,1653474.82,163,1746,3873,2,3G,,ptcl,ufone,Active
261,219.65,5.98,48.75,343736.752,26,228,5008,1,3G,3G,ufone,mobilink,Active
262,912.69,71.92,153.75,1902088.814,125,4914,15362,1,3G,3G,mobilink,warid,Churned
272,1869.59,21.67,63.75,29724199.42,485,24084,21752,1,3G,3G,ufone,ufone,Active
278,2202.8236,6.85,76.25,44187559.06,643,5136,77925,2,3G,3G,zong,ufone,Active
281,1303.378,3.36,23.75,23869.7158,452,42030,15659,1,Other,Other,ufone,ufone,Churned
282,318.722,17.5,31.25,12481926.14,3,318,358,1,Other,Other,ufone,ufone,Active
296,1412.65,13.12,0,4946400.364,193,3564,3874,1,3G,3G,zong,ufone,Churned
297,2872.0204,128.2,143.75,7897054.488,113,28086,28975,1,3G,3G,ufone,ufone,Active
297,949,0.87,20,207150.8173,763,1836,179,1,3G,3G,telenor,ufone,Active
302,220.274,20.23,25,230911.1406,17,0,3283,1,,,telenor,ptcl,Churned
304,767.64,27.32,22.5,896054.166,279,852,17895,1,3G,3G,zong,ufone,Churned
306,399.5248,1.75,28.75,307292.1416,116,4140,1666,1,2G,2G,telenor,ufone,Active
307,539.24,10.5,135,21856.3565,49,762,3498,2,3G,3G,ufone,ufone,Active
308,1267.46,0,193.75,2559615.11,656,0,537,1,3G,3G,warid,ufone,Active
311,141.42,41.63,0,164.4902,5,0,867,2,2G,3G,telenor,ptcl,Churned
322,1410.27,26.9,13.75,359203.6875,671,0,537,2,3G,3G,zong,ufone,Active
322,1321.516,23.19,7.5,2603045.233,39,0,9611,1,3G,3G,telenor,mobilink,Churned
330,454.3128,47.14,53.75,212.2656,11,0,4144,1,Other,Other,zong,ptcl,Churned
335,715.08,0,128.75,45463510.37,17,0,3367,1,3G,,ptcl,ptcl,Active
337,883.5572,59.08,35,1794729.694,122,7608,22827,1,3G,3G,mobilink,ptcl,Churned
346,382.6652,18.94,130,606623.7168,21,516,1981,1,2G,2G,ptcl,ptcl,Churned
347,361.978,15.8,61.25,3570486.309,10,840,1274,1,2G,2G,telenor,ptcl,Churned
348,404.604,54.81,17.5,198986.251,44,2292,5135,1,3G,3G,mobilink,mobilink,Churned
350,522.6908,1.75,31.25,39050.4199,164,5652,3064,1,2G,3G,ufone,ufone,Churned
351,893.57,0.6,0,4149373.766,405,0,563,3,,3G,telenor,ufone,Active
351,796.3856,133.27,6.25,191.1318,184,1548,47633,1,3G,3G,warid,zong,Churned
368,964.12,20.23,17.5,2165091.16,64,3474,6085,1,2G,2G,zong,ufone,Active
369,657.06,20.58,56.25,1801790.789,153,11478,6070,1,3G,3G,telenor,ufone,Active
373,2083.97,46.91,476.25,1456032.609,215,16290,66527,1,3G,3G,ptcl,mobilink,Churned
377,1652.81,49.6,16.25,10149.8027,480,40452,53260,2,,,telenor,ufone,Active
399,76.278,32.82,5,36991.4678,14,114,3133,1,2G,2G,warid,ptcl,Churned
399,682.79,19.7,81.25,5882498.729,27,846,10522,1,3G,3G,mobilink,telenor,Churned
411,585.64,24.5,47.5,11288172.96,45,1566,3676,1,3G,3G,ptcl,ptcl,Churned
418,604.172,3.5,16.25,65084.9111,112,9002,13047,1,3G,3G,ufone,ufone,Active
418,480.366,1.75,52.5,23627590.98,3,0,509,1,3G,3G,ptcl,ptcl,Active
425,1056.634,7.87,21.25,299235.7441,868,0,716,3,3G,3G,ptcl,ufone,Active
425,188.4484,0,53.75,15905941.53,4,114,1594,1,3G,3G,ptcl,mobilink,Active
431,2127.9144,79.49,62.5,1308236.473,779,7866,79394,2,2G,3G,0,ufone,Churned
436,456.59,4.46,1.25,1929995.054,301,0,1318,3,3G,3G,ptcl,ufone,Churned
439,290.82,12.42,30,6379885.926,53,216,10240,1,2G,2G,ufone,zong,Churned
439,629.7724,43.83,7.5,918.1826,62,1854,12533,2,Other,Other,ufone,ufone,Churned
446,20.03,7.17,1.25,29.0898,5,0,623,1,Other,Other,ptcl,ptcl,Churned
449,272.12,20.46,6.25,441698.3447,18,0,2646,1,3G,3G,ptcl,ptcl,Churned
452,1687.68,17.95,31.25,12370663.76,578,0,1290,1,3G,3G,ufone,ptcl,Churned
472,174.32,5.25,37.5,310023.6357,12,228,3097,1,3G,3G,ufone,ptcl,Active
497,787.37,0,352.5,648.1895,20,1254,3678,5,3G,,ufone,zong,Active
504,276.74,42,20,339997.5273,17,318,2752,1,3G,3G,warid,ptcl,Active
508,3690.83,40.06,462.5,2626969.215,857,0,171947,1,3G,3G,0,mobilink,Churned
523,676.42,104.95,51.25,3372399.607,126,6840,7005,4,3G,3G,telenor,ufone,Active
544,447.5504,25.57,188.75,264788.0518,6,114,765,1,3G,3G,ptcl,ptcl,Churned
568,337.65,43.68,1.25,8.3652,41,7380,4536,1,Other,Other,ufone,zong,Churned
617,62.582,29.79,5,87.2539,11,546,1132,1,2G,2G,telenor,telenor,Churned
618,142.51,35.21,0,7448.8613,19,1014,3378,1,3G,3G,warid,ptcl,Churned
626,1716.832,12.97,55,538220.5918,759,6384,4589,1,3G,3G,warid,ufone,Active
630,1166.56,6.53,35,163234.29,571,3036,8571,2,2G,2G,warid,ufone,Active
649,101.3784,9.56,22.5,14937.3486,14,0,3536,1,,,ptcl,ptcl,Churned
674,120.716,17.2,11.25,339.5527,10,534,1932,1,Other,Other,mobilink,mobilink,Churned
773,272.096,35.21,0,16.1621,37,2496,7527,1,,,mobilink,ufone,Churned
805,220.45,7.64,2.5,179821.1963,42,3000,5183,2,Other,Other,ptcl,ptcl,Active
814,427.56,16.48,2.5,12.8691,107,5370,7811,3,,,telenor,ufone,Active
818,749.874,59.97,5,922078.9111,36,3378,24381,1,3G,3G,zong,mobilink,Churned
834,1091.16,0,2.5,353192.4229,680,306,14438,1,,,mobilink,ufone,Active
842,306.2928,59.02,30,138981.043,55,3240,10198,1,2G,2G,ptcl,warid,Churned
958,393.7128,23.9,0,64,84,2964,26938,1,Other,Other,0,ptcl,Churned
963,1371.1004,126.27,46.25,1642929.457,470,1182,32533,1,3G,3G,telenor,ufone,Active
978,259.94,23.26,23.75,905925.8711,10,0,1845,1,3G,3G,zong,zong,Churned
984,964.4128,59.41,11.25,126.918,233,18048,21612,1,2G,2G,zong,ufone,Churned
1033,596.41,24.84,25,2702.4609,78,5880,44591,1,3G,3G,warid,warid,Churned
1135,259.508,4.78,0,429950.7549,26,14058,1350,1,2G,2G,ufone,ufone,Churned
1181,569.17,28.62,40,27774261.58,106,8796,13581,3,3G,3G,ptcl,zong,Active
1303,105.56,32.18,1.25,10.5029,11,1920,1300,1,3G,3G,ptcl,ptcl,Churned
1316,181.36,31.63,0,32.9824,14,13608,767,2,2G,2G,ufone,ufone,Churned
1333,365.116,23.9,1.25,86.8809,89,9288,18764,1,,3G,warid,ptcl,Churned
1341,668.8748,36.41,0,213.0723,262,8316,13149,7,,,0,ufone,Active
1384,356.3684,43.72,76.25,30493.4921,33,4506,7166,1,3G,2G,ufone,ptcl,Churned
1410,1149.4804,25.01,23.75,1442.4326,339,4650,77937,2,Other,Other,telenor,telenor,Churned
1510,615.73,5.98,72.5,2076039.626,112,0,716,2,2G,3G,ptcl,ufone,Churned
1791,1268.4504,3.5,0,898.5488,939,857,20768,18,3G,3G,ufone,ufone,Churned
1872,1154.802,12.35,25,27260.4551,539,21012,35298,1,2G,3G,mobilink,ufone,Active
1944,955.664,17.04,0,5846.5674,547,956,2867,5,3G,3G,warid,ufone,Active
2019,118.134,6.12,21.25,1322753.892,38,1632,762,1,Other,Other,telenor,ufone,Churned
2024,1525.724,19.49,23.75,10891950.07,217,16019,8100,1,3G,3G,mobilink,ufone,Active
2054,691.21,0,5,306773.4971,317,1356,14082,2,,,ufone,ufone,Active
2099,248.018,2.63,160,15887661.71,10,444,1434,2,3G,3G,mobilink,ptcl,Churned
2117,655.7008,20.88,108.75,746180.3975,6,738,827,1,3G,3G,ptcl,ptcl,Churned
2132,647.2068,14.81,0,6050.709,200,6276,22607,1,2G,2G,warid,mobilink,Churned
2141,2339.18,20.15,117.5,3733854.911,1004,12894,53809,1,,,mobilink,ufone,Active
2178,1940.5,50.23,36.25,5588236.593,596,2106,19274,2,2G,3G,ptcl,ufone,Active
2193,725.7,7,22.5,272916.8926,228,7761,9972,1,Other,Other,telenor,ufone,Active
2248,256.69,16.06,1.25,4795.3906,69,1722,2945,1,2G,2G,ufone,ufone,Active
2281,789.44,5.25,7.5,979067.5381,207,22062,16827,1,Other,Other,warid,warid,Churned
2398,885.8196,17.35,8.75,1237.3144,619,13888,7960,1,2G,2G,telenor,ufone,Active
2410,334.02,29.15,0,19462.2813,69,654,15829,1,3G,,mobilink,ptcl,Churned
2861,3888.1652,77.86,1181.25,2859107.857,627,18306,68477,2,3G,3G,warid,ufone,Active
3702,834.6164,8.93,76.25,171480.7383,164,3816,29763,1,3G,3G,ufone,ufone,Active
3722,1765.28,2.39,0,14048.8027,1096,2040,2194,2,Other,Other,warid,ufone,Active
3809,898.49,15.75,0,464885.6963,308,762,6850,2,Other,Other,ptcl,ufone,Active
4047,211.084,33.05,0,3122.2002,265,1308,10036,1,2G,2G,mobilink,ufone,Churned
4158,877.19,0,0,2150561.275,411,0,179,6,3G,3G,warid,ufone,Active
4252,945.22,3.5,0,1358.5557,416,0,537,1,3G,3G,ptcl,ufone,Active
4631,798.8424,34.83,6.25,256.0918,463,4338,14615,1,2G,2G,telenor,ufone,Churned
4755,3339.712,11.95,1.25,1539880.571,782,0,161487,6,3G,3G,zong,ufone,Churned
4876,586.85,9.48,22.5,17335383.62,116,2850,16457,12,3G,3G,warid,ufone,Active
5349,2108.23,0,12.5,2725088.762,860,0,79510,2,3G,3G,zong,ufone,Active
91,15.92,0,0,30.2803,2,348,0,1,2G,2G,ufone,ufone,Churned
93,13.47,0,1.25,2788.1631,3,0,576,1,Other,Other,mobilink,mobilink,Churned
94,58.28,0,0,11353.8008,11,4560,0,4,Other,Other,ufone,ufone,Active
95,78.56,5.25,6.25,5200.3105,4,3048,299,1,,,ufone,ufone,Churned
96,38.87,0,6.25,8785765.613,10,240,1432,1,Other,Other,ptcl,ptcl,Churned
96,570.08,1.75,0,324.4307,103,372,9352,8,,3G,zong,warid,Churned
97,48.72,0,10,13034.1445,7,0,2676,1,Other,Other,telenor,mobilink,Churned
98,56.37,0,25,2893799.543,5,780,537,2,,3G,ptcl,ptcl,Churned
99,16.152,0,11.25,620062.2246,1,0,179,1,,,ptcl,ptcl,Churned
99,233.6448,21.02,6.25,2454740.737,47,12036,6496,2,2G,2G,warid,ufone,Churned
100,42.87,1.21,1.25,10433.1045,1,0,179,1,Other,Other,ptcl,ptcl,Churned
101,44.97,0.61,0,313266.3779,11,348,3466,1,Other,Other,telenor,warid,Churned
102,74.448,16.73,0,23653.7109,13,912,2376,1,2G,2G,telenor,warid,Churned
103,1892.1272,78.69,116.25,158633.584,138,105468,5688,1,Other,Other,0,ufone,Churned
103,15.532,4.78,1.25,64,2,0,358,1,3G,2G,ptcl,ptcl,Churned
103,14.972,0,1.25,8.2959,2,0,179,1,Other,Other,ptcl,ptcl,Churned
104,1308.54,304.54,258.75,776938.2256,132,29832,13362,2,3G,3G,mobilink,ufone,Churned
104,80.12,0,0,1667697.537,11,0,1792,3,,,mobilink,ptcl,Churned
105,60.242,0,30,1000420.099,2,0,299,1,,,ptcl,ptcl,Churned
105,160.1804,0,0,62812.8721,25,3672,3668,1,Other,Other,ufone,ufone,Churned
105,75.4,10.5,10,2401224.12,22,2532,1522,2,2G,3G,ufone,ptcl,Churned
105,508.5808,7.73,16.25,35765.9854,67,120,17324,1,,3G,telenor,mobilink,Churned
106,193.34,3.5,1.25,758816.5312,50,9504,4675,2,2G,3G,zong,ufone,Churned
106,7.77,0,0,899.877,1,0,179,1,Other,Other,ptcl,ptcl,Churned
106,529.33,45.5,53.75,55103.333,109,3756,17652,1,,,ptcl,ptcl,Churned
107,115.1564,42.01,0,122431.9521,21,3084,2735,1,,3G,ufone,ufone,Churned
107,139.136,0,20,1509481.9,8,0,2806,1,Other,Other,zong,zong,Churned
107,128.51,5.98,22.5,47800.1602,17,120,6476,2,Other,Other,mobilink,zong,Churned
107,132.912,0,20,1363375.378,16,0,2470,1,3G,3G,warid,ptcl,Churned
107,104.91,29.75,0,669.2129,27,2724,2244,1,2G,2G,mobilink,ufone,Churned
107,760.1084,439.25,0,112353.752,53,21864,4005,1,Other,Other,warid,ufone,Churned
107,50.28,2.62,20,9157.915,8,0,2168,1,Other,Other,ptcl,ptcl,Churned
108,836.6616,3.5,15,65203.1094,36,3924,2556,1,2G,2G,mobilink,ufone,Active
108,394.598,289.62,6.25,319883.6436,23,4284,4632,1,Other,Other,zong,ufone,Churned
109,85.43,5.98,0,1369140.144,12,360,1424,1,Other,Other,0,telenor,Churned
109,369.0384,0,83.75,4242460.409,11,12,1780,2,3G,3G,warid,warid,Churned
109,45.09,0,0,658162.2734,20,240,3611,1,,3G,ufone,zong,Churned
109,60.318,17.93,20,21729.6387,3,0,982,1,Other,Other,telenor,ptcl,Churned
110,141.1888,40.27,0,1212.2646,22,348,3511,1,,3G,ufone,ptcl,Churned
110,172.64,0,25,1452503.742,1,0,228,4,Other,Other,mobilink,mobilink,Churned
111,129.4,0,40,27605.7383,36,3941,2629,5,2G,3G,ufone,ufone,Churned
112,88.78,0,0,2771.9062,13,120,5711,1,2G,2G,telenor,telenor,Churned
112,103.1084,1.74,8.75,1262138.999,13,3624,3572,1,,,ptcl,ptcl,Churned
112,195.372,0,2.5,1015036.084,13,0,2268,2,2G,2G,telenor,ptcl,Churned
112,73.3344,0,47.5,41317.9883,6,0,1015,2,3G,3G,zong,ptcl,Churned
113,434.25,0,27.5,1648503.017,25,39348,657,1,3G,3G,mobilink,ufone,Churned
114,822.258,6.24,106.25,3071059.907,52,228,24088,2,2G,2G,telenor,mobilink,Churned
114,1255.0844,3.59,0,13.2812,656,88296,3388,1,Other,Other,ptcl,ufone,Churned
115,477.42,0,0,8522.4043,135,0,895,4,Other,Other,telenor,ufone,Active
115,357,13.53,0,36947.2373,68,4644,1747,2,2G,3G,ufone,telenor,Churned
115,62.252,6.76,11.25,201352.709,13,0,3563,1,2G,3G,mobilink,mobilink,Churned
116,302.052,0,8.75,1301228.527,26,3060,885,11,Other,Other,zong,ufone,Churned
117,607.82,25.37,112.5,1464461.794,42,804,6593,1,2G,3G,mobilink,ptcl,Churned
117,125.6604,0,56.25,151034.4561,15,0,2557,2,Other,Other,ptcl,ptcl,Churned
118,419.2508,28.58,81.25,77806.3388,37,0,8024,1,Other,Other,telenor,ptcl,Churned
119,417.832,1.75,108.75,582044.8291,4,120,537,3,,3G,ufone,ptcl,Churned
120,458.0692,0,61.25,13718896.96,140,1476,2767,1,,3G,ufone,ufone,Active
120,177.0604,0,20,8633289.656,15,480,299,1,Other,Other,mobilink,ufone,Active
120,1113.8684,4.14,1.25,0.1211,111,102948,2192,2,Other,Other,telenor,ufone,Active
120,201.63,5.25,62.5,175380.3223,20,0,3322,5,2G,3G,ptcl,ptcl,Churned
120,398.346,0,72.5,5164384.34,25,12,4373,1,3G,3G,ufone,ptcl,Churned
121,69.208,11.95,0,939.7178,18,0,3560,1,2G,2G,ptcl,ptcl,Churned
121,313.56,0,5,3.7891,99,22248,1512,1,,,telenor,ufone,Churned
122,324.722,84,0,70.001,39,13980,5287,2,2G,2G,ptcl,ufone,Active
122,251.4,0,10,632.2334,7,0,897,1,2G,2G,ptcl,ptcl,Churned
122,262.94,1.77,0,123552.6465,19,8928,15777,6,,,ufone,ufone,Churned
122,344.1564,0,35,81718.4775,43,26316,1976,4,2G,2G,ptcl,ptcl,Churned
122,181.868,2.41,12.5,240273.6006,19,12,2416,2,3G,3G,zong,ptcl,Churned
123,125.8,15.75,35,11007903.08,8,2508,2409,2,3G,3G,ptcl,ptcl,Churned
123,104.2408,2.39,40,7017161.825,6,0,3116,1,3G,2G,ptcl,ptcl,Churned
124,543.558,0,61.25,13584969.15,38,1908,983,4,Other,Other,ufone,ufone,Active
124,214.6604,41.86,8.75,440200.2695,3,0,537,3,Other,Other,ptcl,ptcl,Churned
124,40.81,0,15,9123.917,15,348,1635,1,2G,3G,ptcl,ptcl,Churned
125,104.272,9.56,41.25,42023.1319,5,0,683,1,2G,2G,ptcl,ptcl,Churned
126,1165.5608,873.98,3.75,26.582,39,17904,1101,1,,3G,ufone,ufone,Active
127,989.51,0,0,98.3516,183,66456,11772,1,Other,Other,telenor,ufone,Active
128,860.53,89.95,0,101.5117,107,41184,11559,3,2G,2G,warid,ufone,Churned
129,105.762,7.17,0,4.5273,34,0,8400,1,2G,2G,warid,warid,Churned
130,823.29,5.25,6.25,46.3486,84,53448,24358,1,3G,3G,zong,ufone,Active
131,553.846,102.23,50,982714.3545,63,19032,1596,1,3G,3G,warid,ufone,Churned
135,434.558,3.5,123.75,3119066.825,15,804,1969,1,3G,3G,ptcl,ptcl,Active
135,153.738,1.75,6.25,4251.4922,16,7512,2106,1,Other,Other,mobilink,ufone,Churned
136,387.6568,15.45,103.75,101347.7236,25,7980,1785,1,3G,3G,telenor,ufone,Active
136,208.056,24.5,0,2581.9473,58,8364,6883,1,Other,Other,zong,zong,Active
136,146.766,4.1,32.5,2268.7032,21,2292,1361,1,2G,2G,ptcl,zong,Churned
137,1705.8368,73.63,5,162.8809,515,29832,88953,9,3G,3G,telenor,mobilink,Active
137,2782.5572,179.52,315,3632010.692,622,0,40724,2,3G,3G,warid,mobilink,Active
137,179.54,0,6.25,714382.6855,22,1164,2773,1,3G,3G,ptcl,ptcl,Active
138,1096.4224,665,13.75,2378915.897,30,396,1123,2,Other,Other,ufone,ptcl,Active
138,311.7332,33.55,11.25,2721658.582,15,1632,934,1,Other,Other,zong,zong,Churned
139,554.5116,22.64,147.5,17472136.53,31,852,6541,1,,,zong,ufone,Active
139,86.28,7,0,90759.8047,12,720,1820,2,Other,Other,telenor,ufone,Churned
140,2031.84,37.62,5,55.3857,819,52632,56714,2,Other,Other,mobilink,ufone,Active
141,394.5804,94.5,0,31963.7617,89,5928,13667,1,Other,Other,ufone,ufone,Churned
142,1880.444,129.5,0,599.9326,587,82548,15283,3,2G,2G,mobilink,ufone,Active
143,907.16,1.75,13.75,146024.5683,60,240,716,2,3G,,zong,ufone,Active
145,488.158,5.25,101.25,32016301.44,17,0,3033,1,3G,3G,warid,ptcl,Churned
146,1825.466,0.73,493.75,7293387.495,29,0,5279,1,,,ptcl,ptcl,Churned
146,120.2928,7.88,5,230.3584,41,0,8971,1,Other,Other,mobilink,ptcl,Churned
147,1200.572,0,227.5,4512623.857,42,636,1056,1,3G,3G,ufone,ufone,Active
148,2388.8208,17.99,1.25,129167.6787,830,0,93461,1,,3G,0,mobilink,Active
149,152.4452,7.73,1.25,1.9199,44,1464,2206,2,3G,2G,telenor,ufone,Active
150,866.596,58.77,130,12076.6484,117,5856,15175,1,2G,2G,zong,zong,Churned
151,1001.53,11.96,23.75,12126050.96,62,204,9770,1,,,zong,telenor,Active
152,2770.466,214.19,512.5,172488.9599,405,8484,88672,1,3G,3G,0,warid,Active
153,386.46,21.87,27.5,2885566.521,54,7464,6753,1,,,ufone,ufone,Active
170,737.1052,39.68,55,1205828.366,168,228,2324,1,3G,3G,zong,ufone,Active
171,403.45,48.12,127.5,1913185.035,24,240,3603,1,,,telenor,telenor,Churned
173,104.392,3.51,0,1201.4395,19,24,4080,1,Other,Other,zong,telenor,Churned
174,179.96,18.48,38.75,250681.2148,42,276,5452,1,Other,Other,ufone,ptcl,Churned
175,286.5,0,66.25,16152499.42,4,0,657,1,3G,3G,ptcl,ptcl,Churned
177,487.316,27.32,70,857219.9648,39,3654,3719,1,2G,2G,ufone,ufone,Churned
185,43.92,7.17,0,5275.4639,10,24,1548,1,2G,2G,ufone,ufone,Churned
188,51.706,26.89,3.75,48.5781,2,0,293,1,Other,Other,mobilink,ptcl,Churned
192,85.5204,9.56,2.5,68.7998,12,0,6162,1,Other,Other,telenor,mobilink,Churned
193,113.7356,0,36.25,2970883.125,4,0,716,2,,,ptcl,ptcl,Active
193,479.13,21,0,1010.3652,220,9474,7194,1,Other,Other,zong,ufone,Churned
195,203.91,0,10,496.4434,50,9384,1955,1,3G,3G,ufone,mobilink,Churned
196,54.122,21.54,2.5,832.1768,5,882,358,1,Other,Other,ufone,ptcl,Churned
200,297.362,31.15,86.25,183798.9473,36,7320,2027,1,Other,Other,ptcl,ufone,Churned
203,1143.4972,19.84,13.75,261.9307,284,360,81341,3,,,zong,zong,Active
204,162.9344,9.66,58.75,581798.6514,9,120,2000,1,2G,3G,ptcl,ptcl,Active
204,18.522,9.79,0,19.0918,2,0,395,1,2G,2G,telenor,ptcl,Churned
205,250.544,17.39,31.75,5414081.911,58,768,2317,1,3G,3G,ufone,ufone,Churned
206,4483.89,254.68,798.75,2807094.601,569,146344,103398,2,3G,,telenor,ufone,Active
207,1932.258,12.19,78.75,501453.1954,380,22656,17689,3,2G,2G,ptcl,ufone,Active
210,259.52,0,66.25,458411.914,10,0,1790,1,3G,3G,ptcl,ptcl,Churned
222,94.504,62.08,0,187.5537,3,216,395,1,3G,2G,ufone,ptcl,Churned
224,597.648,11.95,32.5,715187.5059,24,1434,2387,1,,,ptcl,ptcl,Churned
240,1383.9244,147.9,27.5,39738.3574,207,6792,49576,1,2G,2G,ptcl,ufone,Churned
243,92.702,9.56,13.75,745.7207,2,0,2574,1,Other,Other,mobilink,mobilink,Churned
243,806.946,7.4,8.75,106262.2588,245,36,611,1,3G,3G,ptcl,ufone,Churned
248,1386.9816,75.24,33.75,421687.4766,238,4152,57299,1,2G,2G,mobilink,telenor,Active
256,1370.7,10.54,46.25,477936.3838,640,2886,3268,2,3G,3G,ptcl,ufone,Active
356,382.48,49.73,2.5,28582.9336,7,0,1541,1,2G,2G,ptcl,ptcl,Churned
393,1210.1728,7.17,33.75,1685.6894,334,0,62189,1,2G,2G,telenor,telenor,Churned
428,1678.02,77.86,42.5,38658.8877,111,14508,18750,2,3G,3G,0,ufone,Active
435,790.022,80.46,3.75,536495.0674,81,0,30847,1,2G,2G,warid,telenor,Churned
651,739.0528,137.39,0,8560.0986,75,1451,13373,1,Other,Other,ufone,ptcl,Churned
716,694.6,5.25,15,448485.788,57,6209,4245,1,3G,3G,telenor,ufone,Active
1006,502.356,16.09,7.5,274.9902,131,750,30688,1,3G,3G,telenor,mobilink,Churned
1023,528.6964,47.16,0,805.084,96,11309,23293,3,2G,2G,warid,ptcl,Churned
1092,19.8604,11.31,1.25,64,2,216,179,1,,,ufone,ptcl,Churned
1226,31.302,14.57,0,7.8818,2,0,358,1,Other,Other,ptcl,ptcl,Churned
1309,642.8,22.62,3.75,246.6484,56,9843,24440,1,3G,3G,mobilink,mobilink,Churned
1316,98.8904,4.14,1.25,1.0244,27,1626,4373,1,2G,2G,ufone,mobilink,Active
1456,174.948,32.82,1.25,0.9395,51,954,7559,2,Other,Other,zong,ufone,Churned
1635,177.208,42,5,1431.3408,28,4728,2363,2,3G,3G,zong,ufone,Active
1844,250.42,34.49,6.25,219.665,34,8648,4784,1,,3G,ptcl,ufone,Churned
2053,1309.0804,13.29,48.75,1392.9424,328,8208,92247,1,3G,3G,ufone,mobilink,Churned
2076,328.462,39.71,3.75,65.2695,49,1685,13212,1,Other,Other,mobilink,ufone,Churned
2267,1881.106,8.93,17.5,481.8535,539,85260,40793,1,2G,2G,ufone,ufone,Churned
2418,197.74,0,115,42678.7422,9,216,2611,13,3G,3G,warid,warid,Active
2471,4002.0708,1.75,292.5,6415749.894,1149,2484,94183,3,3G,3G,ufone,ufone,Active
2775,430.2,27.87,10,5289.7324,88,4284,18893,3,3G,3G,ptcl,ptcl,Churned
2793,42.48,11.95,1.25,332.3574,7,0,2330,1,2G,3G,ptcl,ptcl,Churned
2887,43.54,0,37.5,22188.1152,1,0,6,1,Other,Other,ptcl,ptcl,Churned
2986,528.6528,2.39,0,1473082.523,182,0,1074,3,3G,3G,mobilink,ufone,Active
3155,1246.22,26.29,260,6470329.758,114,1194,24274,1,3G,3G,mobilink,telenor,Churned
3457,515.7852,20.03,133.75,484236.749,11,24,1685,1,Other,Other,ptcl,ptcl,Churned
3706,916.87,0.04,2.5,1014261.738,319,0,1289,1,3G,3G,warid,ufone,Active
3813,107.894,19.12,26.25,7904.5889,60,263,24,1,2G,2G,ufone,ufone,Churned
4591,1757.78,11.95,0,28045.9677,522,0,24013,1,Other,Other,warid,ufone,Churned
4813,1493.36,3.5,60,3193016.063,670,2280,1736,1,3G,3G,telenor,ufone,Active
137,276.21,0,56.25,4723.917,48,6648,11640,1,2G,2G,ptcl,ptcl,Churned
99,141.91,0,20,17733.4561,23,4044,336,1,,3G,ufone,ufone,Churned
99,200.95,11.96,0,12104261.51,4,0,657,3,,3G,ptcl,ptcl,Churned
108,170.8664,1.75,45,435072.4121,44,8184,3066,1,,3G,ufone,ufone,Churned
108,128.63,24.5,0,10011.918,11,8292,1128,1,Other,Other,ufone,ufone,Churned
109,130.79,4.46,0,69972.8086,40,6655,5164,2,Other,Other,ufone,ufone,Churned
110,352.5232,28.27,21.25,53194.5898,306,4320,4174,3,2G,2G,ufone,ufone,Active
112,170.8664,1.75,45,435072.4121,44,8184,3066,1,,3G,telenor,ufone,Active
121,42.04,0.01,20,8001.2422,19,156,1329,1,2G,3G,ufone,ufone,Active
121,330.404,64.75,15,127026.0957,66,16128,3378,4,3G,3G,ufone,ufone,Churned
211,55.898,0,1.25,4257006.446,7,0,1364,5,3G,3G,telenor,telenor,Churned
212,520.498,73.08,30,360623.5371,142,840,16232,1,3G,3G,warid,ptcl,Churned
215,316.06,12.25,91.25,20587154.08,3,114,358,1,3G,3G,ptcl,ptcl,Active
