"class","aa_000","ab_000","ac_000","ad_000","ae_000","af_000","ag_000","ag_001","ag_002","ag_003","ag_004","ag_005","ag_006","ag_007","ag_008","ag_009","ah_000","ai_000","aj_000","ak_000","al_000","am_0","an_000","ao_000","ap_000","aq_000","ar_000","as_000","at_000","au_000","av_000","ax_000","ay_000","ay_001","ay_002","ay_003","ay_004","ay_005","ay_006","ay_007","ay_008","ay_009","az_000","az_001","az_002","az_003","az_004","az_005","az_006","az_007","az_008","az_009","ba_000","ba_001","ba_002","ba_003","ba_004","ba_005","ba_006","ba_007","ba_008","ba_009","bb_000","bc_000","bd_000","be_000","bf_000","bg_000","bh_000","bi_000","bj_000","bk_000","bl_000","bm_000","bn_000","bo_000","bp_000","bq_000","br_000","bs_000","bt_000","bu_000","bv_000","bx_000","by_000","bz_000","ca_000","cb_000","cc_000","cd_000","ce_000","cf_000","cg_000","ch_000","ci_000","cj_000","ck_000","cl_000","cm_000","cn_000","cn_001","cn_002","cn_003","cn_004","cn_005","cn_006","cn_007","cn_008","cn_009","co_000","cp_000","cq_000","cr_000","cs_000","cs_001","cs_002","cs_003","cs_004","cs_005","cs_006","cs_007","cs_008","cs_009","ct_000","cu_000","cv_000","cx_000","cy_000","cz_000","da_000","db_000","dc_000","dd_000","de_000","df_000","dg_000","dh_000","di_000","dj_000","dk_000","dl_000","dm_000","dn_000","do_000","dp_000","dq_000","dr_000","ds_000","dt_000","du_000","dv_000","dx_000","dy_000","dz_000","ea_000","eb_000","ec_00","ed_000","ee_000","ee_001","ee_002","ee_003","ee_004","ee_005","ee_006","ee_007","ee_008","ee_009","ef_000","eg_000"
"neg",32,na,14,12,0,0,0,0,0,0,78,0,7508,6262,0,0,4942,0,0,0,0,0,13614,10834,7356,1418,0,0,0,0,38,24,0,0,0,0,0,0,13848,0,0,0,48,28,18,46,6286,7422,0,0,0,0,12674,868,198,56,24,10,18,0,0,0,20990,0,4,0,0,4942,264,4266,3062,na,na,na,na,na,na,na,na,7200,32.77,20990,20990,23688,21,118,2000,20800,13848,1209600,658,2,4,0,5270.4,0,8528.64,0,0,0,0,0,0,4760,7576,1430,56,26,0,0,6,20990,na,98,10,30,1664,1308,6162,3934,586,56,0,22,256,6210,10,0,6,0,26,6452,66,32,0,0,0,0,0,0,0,0,164,0,0,0,0,316,86,9200,930,0,0,0,0,0,36.6,38,9000,4130,576,48,28,66,0,0,0,0,0,0
"neg",1440,na,34,18,0,0,0,0,0,26926,57428,59410,4032,38,0,0,55854,0,0,0,14224,22322,191700,190010,73914,5918,0,0,0,0,146,16,0,0,0,0,0,0,0,38354,109480,0,1422,406,990,598,824,138616,4978,0,0,0,78328,24710,23718,11204,4382,2176,1250,1358,576,132,279984,26,32,124,0,55854,1652,53018,20624,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,72780,1440.94,279984,279984,279444,625,0,27344,278720,147834,1209600,2956,0,24,0,79773.12,18411.84,48426.24,na,na,0,3002,71640,63674,8070,1278,150,20,0,0,2,6,279984,na,1308,72,3372,4722,23114,112770,2476,0,0,0,22,40,80936,44364,0,2,0,0,84994,520,348,350,130936,0,0,0,0,0,0,1490,132,38,28714,7156,1616,422,500,50,26852,120,0,0,441010,na,na,69176,15748,6640,2836,5992,31248,14920,1272,2,0,0,0
"neg",1208,na,20,18,0,0,0,0,0,0,116,14486,62058,10044,0,0,38190,0,0,0,0,0,81078,73464,15664,4660,0,0,0,0,30,26,0,0,0,0,0,2092,62726,5056,16830,0,196,50,100,130,19570,66656,2,0,0,0,50332,26846,6758,2316,308,104,30,10,0,0,96804,36,4,26,0,38190,1200,8988,6634,na,na,na,na,na,na,na,na,15220,1207.62,96804,96804,99052,257,0,9482,96440,86704,1209600,2418,0,4,0,71980.8,0,14616,0,0,0,0,0,4330,38404,42300,1396,242,32,0,0,4,96804,na,222,22,132,10090,3526,22408,48870,1414,20,0,30,118,71716,31578,46,16,0,0,72664,82,54,0,0,0,0,0,0,0,0,590,158,68,0,0,2492,568,40,4,0,0,0,0,207630,149.7,78,15986,15268,5664,5782,18544,25076,384,0,0,0,0,0
"neg",29538,na,220,190,0,0,0,0,0,0,786,63264,1418762,627606,37390,3474,1094720,1630,0,0,0,0,1728656,1339114,783604,338830,0,0,0,0,1440,304,0,0,0,0,0,58,741236,1409988,0,0,2296,1306,1604,81926,1650206,413922,22,0,0,0,813576,390866,186564,156336,136494,132552,174084,160810,0,0,2512582,10,544,412,10,1094720,45566,463330,317780,341280,398940,na,na,na,na,na,na,38700,29538.04,2512582,2512582,2497756,15237,25904,5452,88620,2151282,1209600,58910,0,78,0,1860552,0,289082.88,0,0,0,0,0,1920,464202,1237136,428364,16604,2836,220,10,16,2512582,na,3282,354,28442,163012,115934,1442464,376362,21164,268,0,320,970,147440,77572,128,7860,0,0,1882518,1636,274,0,0,0,0,0,0,0,0,31964,18380,3946,0,0,53654,9112,6851500,846044,0,0,0,0,1166670,1006.1,976,303476,442360,407912,198698,353272,271608,88054,47184,38364,354,0,0
"neg",73628,0,196,180,282,316,0,0,0,166452,1149998,1828204,664396,78900,5924,372,1810502,0,0,0,120140,169148,3460558,3203586,1389334,290920,4,0,0,0,360,3614,0,0,0,0,0,0,6814,3372424,515008,0,37430,3322,4632,4922,13642,574602,3076536,157564,21596,0,1875296,785274,333498,228972,142796,99740,85042,62344,29172,252112,4970514,3486,8920,1088,26,1810502,42686,1093482,291910,299560,334520,323560,388840,na,na,na,na,36260,73627.17,4970514,4970514,4932848,21119,330,8660,125920,3896670,1209600,94246,0,52,0,3561011.52,0,331585.92,196,1214,0,5016,137654,407792,1150804,1213404,585252,235172,115926,43226,982,1268,4970514,0,5558,956,117322,184988,171148,3040644,354426,19150,54,0,124,7156,3556618,2393414,0,12390,0,0,3573952,2856,320,0,0,0,0,0,0,0,0,22804,4946,1158,4669568,668878,89186,12048,108520,18596,4046198,15806,0,0,0,1800.36,1958,345042,342600,271064,117494,173170,314360,2192690,135676,2150,0,0,0
"neg",22,na,4,na,0,0,0,0,0,0,48,2778,4378,0,0,0,2428,0,0,0,0,0,6868,5312,4504,478,0,0,0,0,24,0,0,0,0,0,0,0,6034,0,1170,0,1242,4,18,8,12,5920,0,0,0,0,5402,934,162,108,284,268,46,0,0,0,11386,0,8,4,4,2428,194,3144,1342,na,na,na,na,na,na,na,na,4380,21.57,11386,11386,12580,15,212,1070,11280,7204,1209600,0,na,na,na,3563.52,0,2432.64,0,12,0,0,0,2620,3726,808,50,0,0,0,na,0,11386,na,1244,6,20,8,346,1540,3256,784,0,0,na,na,na,na,na,na,na,na,na,32,34,0,0,0,0,0,0,0,0,122,0,0,0,0,284,52,10740,1104,0,0,0,0,0,59.26,28,3954,2696,372,66,116,0,0,0,0,0,0,0
"neg",10,na,8,8,0,0,0,0,0,0,44,1640,4104,0,0,0,2526,0,102,0,0,0,12080,8914,22448,216,0,0,0,0,2,6,0,0,0,0,0,0,0,0,5788,0,102,44,106,208,2248,3080,0,0,0,0,4884,80,80,172,24,16,20,478,34,0,34572,0,6,0,0,2526,218,20272,1990,na,na,na,na,na,na,na,na,22140,10.37,34572,34572,36954,25,68,3290,34220,5788,1209600,292,0,4,0,1339.2,0,3484.8,0,18,0,0,0,1242,4024,522,0,0,0,0,0,4,34572,na,982,8,16,10,42,4324,406,0,0,0,6,8,1506,74,0,0,0,0,1572,64,106,0,0,0,0,0,0,0,0,216,0,0,800,88,0,4,320,58,8,28,0,0,0,31.46,36,4558,1066,26,16,28,22,22,50,0,0,0,0
"neg",2,na,14,10,4,6,0,0,0,0,26,1210,3738,0,0,0,1388,0,92,0,0,0,33924,32556,11588,154,0,0,0,0,12,6,0,0,0,0,0,0,0,0,4974,0,1882,62,100,354,470,2106,0,0,0,0,2826,612,162,132,218,22,20,774,208,0,45532,2,16,2,0,1388,102,10804,780,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,11500,1.2,45532,45532,48470,44,24,4508,45440,4974,1209600,160,0,2,0,1838.4,0,1284.48,na,na,0,0,0,1026,2494,1394,60,0,0,0,2,8,45532,na,1848,0,8,582,360,1618,558,0,0,0,10,14,1602,472,0,0,0,0,1936,16,66,0,0,0,0,0,0,0,0,100,0,0,722,266,36,8,0,0,45504,16,0,0,0,na,na,3248,1000,444,34,42,44,46,116,0,0,0,0
"neg",2028,na,124,124,0,0,0,0,0,0,3850,64402,43014,11310,0,0,53494,0,0,0,220,562,116770,107724,13522,6726,0,0,0,0,52,82,0,0,0,0,0,4248,95408,8650,14270,0,190,40,64,102,47672,74412,96,0,0,0,53198,49626,12502,6130,890,204,20,6,0,0,130552,4,8,132,0,53494,1216,7004,6420,na,na,na,na,na,na,na,na,13180,2028.11,130552,130552,135442,412,156,12874,130220,122576,1209600,3184,0,6,0,112353.6,0,10082.88,0,0,0,0,564,51760,34920,33970,1114,204,44,0,2,6,130552,na,242,26,96,6284,1696,23930,87834,2434,34,0,212,202,112932,55500,0,4,0,42,113294,106,46,0,0,0,0,0,0,0,0,650,462,220,0,0,2968,446,1660,242,0,0,0,0,1028140,163.96,88,11268,17092,14644,6862,11496,59924,1284,6,0,0,0,0
"neg",6098,na,752,672,0,0,0,0,0,0,850,51242,631096,275768,1506,0,428114,2934,510,0,0,0,754516,522778,286430,205806,0,0,36406,0,3690,414,0,0,0,0,0,0,60132,900330,0,0,906,490,666,137692,695478,125226,4,0,0,0,493928,175138,63208,47734,41452,30812,54238,53952,0,0,1041138,0,24,52,20,428114,15798,86932,197250,na,na,na,na,na,na,na,na,283240,6097.82,1041138,1041138,1032986,5282,980,102104,1037920,960462,1209600,36388,2,88,0,643704,0,315486.72,0,0,0,0,0,2514,41682,527854,369570,16904,1906,32,84,88,1041138,na,1388,208,996,37090,244382,435168,229730,11090,410,0,1044,1172,636088,52,0,146,0,10,656092,1750,144,0,0,0,0,0,0,0,0,11126,1362,390,0,0,26360,4868,69480,28308,0,0,0,0,20470,402,504,324098,422542,113228,45380,45868,9308,38,0,0,0,0,0
"neg",59318,na,2130706432,236,0,0,0,0,0,0,1890,237722,2628098,1301220,158580,16748,1999702,0,0,0,0,0,3998116,3620124,682538,326684,0,0,0,0,736,208,0,0,0,0,0,45602,2018108,1553534,727014,0,2368,2078,2402,3374,117460,4213474,3100,2,0,0,1195632,1018890,364526,288280,257410,255414,378380,578802,6924,0,4681164,120,1744,996,12,1999702,45098,426576,254526,188320,154660,181740,na,na,na,na,na,152320,59317.43,4681164,4681164,4651482,34398,7682,101462,1045820,4344258,1209600,142338,2,64,0,3702231.36,94.08,639100.8,4,402,0,0,0,820,781936,2639988,872514,40460,7762,778,94,104,4681164,na,4882,608,120228,151798,374246,3228052,450734,13604,104,2,336,638,3458164,163878,0,99362,0,8,3725936,2626,322,0,0,20,340,0,0,0,0,28066,53182,21734,0,0,71392,14120,13601320,1448730,3855686,1398,0,0,20026730,1076.36,1274,660222,947746,701540,333802,701722,564522,286882,108098,39724,0,0,0
"neg",312,na,0,na,0,0,0,0,0,0,5076,23028,2556,0,0,0,12118,0,0,0,642,942,42482,39542,7984,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,20328,10332,0,1064,16,26,14,302,29238,0,0,0,0,15840,5730,5002,1558,870,646,672,342,0,0,51134,0,0,10,0,12118,462,4828,3106,na,na,na,na,na,na,na,na,7760,311.33,51134,51134,55848,86,2830,5006,50960,30660,1209600,0,na,na,na,20342.4,0,9242.88,0,14,0,0,1050,18206,7136,4028,168,72,0,0,na,16,51134,na,1138,20,28,3332,1470,4042,18926,1704,0,0,na,na,na,na,na,na,na,na,na,74,54,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,63.44,56,11288,7408,1320,300,396,516,570,8676,186,0,0,0
"neg",29380,na,944,798,0,0,0,0,0,0,5402,804966,1043656,160898,9588,176,879392,0,0,0,0,0,1668220,1303882,554752,316696,0,0,2684,0,2966,556,0,0,0,0,0,0,934098,740182,350406,0,2528,1396,2032,141154,1361346,516170,60,0,0,0,736376,425024,128580,106600,91802,81108,87560,308054,59568,14,2223348,24,64,46,10,879392,30316,268850,283740,299440,na,na,na,na,na,na,na,251360,29380.73,2223348,2223348,2220222,15179,1494,97924,1009380,2024686,1209600,56218,0,108,0,1647452.16,12854.4,362812.8,0,0,0,0,26,124100,848494,930260,107654,11122,2776,254,10,18,2223348,na,3860,562,265206,146422,395056,1072772,134498,5986,318,6,1422,1566,1614798,606,52,2954,0,0,1663864,2018,220,0,0,0,12848,0,0,0,0,18346,23034,4784,0,0,46696,9378,16700,5862,0,0,0,0,0,924.4,1036,392928,384948,196884,97266,220484,178968,160312,123928,255654,13314,0,0
"neg",389270,na,0,na,0,0,0,0,0,62,322492,7002672,14630372,3837382,130826,1534,13008734,0,142,0,4928,8392,22836300,20116724,4677600,2219034,0,0,4938,0,0,0,0,0,0,0,0,184600,10371354,12638902,2730484,0,30792,26270,50020,102996,14613332,11101828,92,10,0,0,9408780,4176784,1619904,1365562,1257076,1376324,2204092,3634792,867472,14554,27524528,2092,1852,4848,1290,13008734,297152,2355912,2287488,208140,223840,224220,160940,214840,238060,210500,282780,178600,389270.62,27524528,27524528,27142748,193669,2330618,50330,847000,25925340,1209600,0,na,na,na,22208007.36,0,3692545.92,na,na,0,0,71936,2579640,11804302,10141804,1136260,150586,38744,2068,na,0,27524528,na,24320,4868,1366686,2208696,1970436,17532466,2786022,31842,4,0,na,na,na,na,na,na,na,na,na,22168,810,0,0,0,0,0,0,0,0,178094,448182,74750,0,0,710836,105596,26666360,6447602,0,0,0,0,14983770,na,na,3868116,5369134,2846402,1439026,3142302,2624918,2201916,1506948,2732452,194126,0,0
"neg",10,na,26,26,0,0,0,0,0,0,36,1088,6624,0,0,0,2012,0,140,0,0,0,7250,4432,19128,946,0,0,0,0,8,16,0,0,0,0,0,0,0,1198,6550,0,50,42,46,124,6574,912,0,0,0,0,5924,236,168,302,56,50,284,688,40,0,26394,0,4,6,0,2012,122,16886,2212,na,na,na,na,na,na,na,na,19000,10.6,26394,26394,29452,41,0,2508,26240,7748,1209600,256,0,4,0,1380.48,0,3110.4,0,6,0,0,0,1062,4342,2222,80,42,0,0,10,14,26394,na,3270,10,18,658,44,3160,588,0,0,0,16,46,1812,172,0,0,0,0,1812,46,64,0,0,0,146,0,0,0,0,134,0,0,504,564,54,22,60,6,26464,36,0,0,0,38.24,36,6542,820,140,56,58,46,14,72,0,0,0,0
"neg",3300,na,176,164,0,0,0,0,0,0,228,402,155762,35164,0,0,92078,0,0,0,0,0,224392,208178,45008,9098,0,0,0,0,534,128,0,0,0,0,0,0,99548,90754,1254,0,266,108,172,162,4704,184876,14,0,0,1254,102100,60632,19436,7746,698,640,238,66,0,0,269488,116,754,74,0,92078,2048,31356,13200,na,na,na,na,na,na,na,na,44120,3300.46,269488,269488,270378,655,23148,26498,268580,191556,1209600,3594,0,16,0,167781.12,0,22289.28,0,46,0,0,0,0,73932,114290,2554,624,156,0,0,4,269488,na,1720,56,3212,7522,8130,142074,27260,1518,64,0,292,440,29380,109478,0,6,0,0,170272,178,60,0,0,0,0,0,0,0,0,1262,980,302,0,0,4164,690,901860,103144,0,0,0,0,2268320,167.42,156,24984,16168,7658,3624,13428,123840,1100,160,594,0,0,0
"neg",0,na,160,na,0,0,0,0,0,9224,9728,16470,26252,0,0,0,20992,0,7758,0,2268,3640,53922,30920,76092,5938,2,0,0,0,76,268,0,0,0,0,0,0,5606,49966,6102,0,2120,858,1344,2916,20242,34194,0,0,0,0,43100,13094,3642,720,466,84,60,500,4,4,132398,18,30,18,0,20992,1322,59902,15560,na,na,na,na,na,na,na,na,75080,0,132398,132398,131956,171,956,12044,131220,61674,1209600,0,na,na,na,35128.32,176.64,24381.12,34,134,0,7866,9768,15832,20638,7342,186,42,0,0,na,8,132398,na,1390,42,1764,2978,4848,49806,846,0,0,0,na,na,na,na,na,na,na,na,na,244,90,0,0,0,178,0,0,0,0,1162,30,10,26652,4804,1740,298,190640,20394,119252,58,0,0,490,222.38,236,27104,14846,4552,1608,3426,4184,2006,3946,2,0,0,0
"neg",38216,na,182,180,0,0,0,0,0,17484,434062,1155284,362884,32958,334,0,1039176,0,0,0,10438,14954,1889984,1736098,254158,125422,0,0,0,0,72,22,0,0,0,0,0,20476,728558,96778,1157194,0,3200,376,486,1246,209972,1779126,8600,0,0,0,354028,567328,346146,268942,168142,109352,99140,89866,62,0,2154994,234,6,568,0,1039176,20654,147274,106296,154000,na,na,na,na,na,na,na,96340,38216.77,2154994,2154994,2158288,13067,2288,92160,941420,2003006,1209600,34574,2,76,0,1880323.2,0,120253.44,0,0,0,0,125474,1087150,588244,183680,14308,3674,470,6,12,16,2154994,na,3594,388,25808,45506,50264,1623856,233456,19754,380,0,264,96,1536388,132306,0,1330,0,30,1892550,1072,176,0,0,0,0,0,0,0,0,9448,22014,5794,0,0,54926,8668,689640,87380,0,0,0,0,1266220,731.1,808,132522,175902,165306,89626,192494,337130,654422,254792,812,0,0,0
"neg",41574,na,716,664,0,0,0,0,0,0,550,240076,2031366,457376,10272,742,1178476,0,0,0,0,0,2586174,2357332,257376,177374,0,0,0,0,1718,266,0,0,0,0,0,36408,844566,1651520,207888,0,3072,1188,1648,173482,2227940,333052,0,0,0,0,769374,723906,242124,189544,164434,171396,315332,164272,0,0,2844006,296,638,360,2,1178476,23900,128078,128562,104220,111140,na,na,na,na,na,na,36720,41574.77,2844006,2844006,2822046,19584,29762,39144,418080,2740382,1209600,84906,2,62,0,2470448.64,0,266786.88,0,0,0,0,0,25638,828854,1625788,241480,14816,3580,226,36,46,2844006,na,5026,576,23922,150526,78142,1409090,1051764,21260,76,0,896,682,1147628,114874,0,124,0,18,2483090,2294,130,0,0,0,0,0,0,0,0,14294,56778,13034,0,0,78878,10578,18211440,2610816,2419180,2156,0,0,40570890,896.06,1274,287584,562432,441266,210118,369886,370576,244098,117480,136356,586,0,0
"neg",722,na,na,na,0,0,0,0,0,0,112,25566,25124,0,0,0,14900,0,0,na,0,0,49154,43846,26962,2312,0,0,0,0,0,0,0,0,0,0,0,0,38240,11440,1122,0,1208,26,50,56,98,48454,910,0,0,0,30170,15644,3388,1034,110,94,334,28,0,0,76136,6,6,182,26,14900,522,18274,7904,0,0,0,0,0,0,0,0,26320,721.22,76136,76136,na,152,1372,na,75720,na,1209600,0,na,na,na,41211.84,0,8399.04,na,na,0,0,0,21892,27618,998,244,50,0,0,na,0,76136,na,1158,18,988,3154,2122,33652,9152,558,0,0,na,na,na,na,na,na,na,na,na,88,34,na,na,na,na,na,na,na,na,388,74,24,0,0,786,156,130360,19734,0,0,0,0,na,na,na,10138,7492,2210,1000,20834,9006,122,0,0,0,0,0
"neg",62074,na,730,696,0,0,0,0,0,0,5322,209084,3717046,1523096,75878,4134,2246868,0,0,0,0,0,4978034,4425192,771010,459336,0,0,1090,0,4388,716,0,0,0,0,0,20472,1704562,3510074,299452,0,7394,6364,8456,237014,4331226,944096,10,0,0,0,1969370,1264904,541528,391290,291786,232720,336816,506146,0,0,5750048,86,390,152,6,2246868,51880,327500,440440,173020,162020,148060,158800,na,na,na,na,117540,62074.31,5750048,5750048,5688540,35956,2274,83664,899220,5534560,1209600,171500,2,82,0,4781623.68,0,746737.92,0,0,0,0,0,3380,1324058,3043234,1096396,55890,10892,710,14,18,5750048,na,10270,1060,129630,552654,251422,3477988,1092946,18550,40,0,970,2444,4686028,80976,0,14856,0,8,4813526,3998,330,0,0,0,0,0,0,0,0,30430,53520,9422,0,0,159396,28236,491020,54494,0,0,0,0,21733960,1878.66,2628,782046,988980,721764,399254,889770,759966,445258,235282,299530,12710,0,0
"neg",39330,na,2130706436,208,0,0,0,0,0,0,264,150692,1713810,554500,24160,562,1129934,0,0,0,0,0,2194084,1909536,351552,243920,0,0,0,0,230,130,0,0,0,0,0,0,786766,1639510,17712,0,3532,2554,6540,13494,278826,2138754,288,0,0,0,638282,682210,236022,187864,170498,161450,193516,174146,0,0,2546028,34,78,152,12,1129934,30636,180018,170830,131760,203420,na,na,na,na,na,na,12540,39330.16,2546028,2546028,2549928,17207,1198,9818,122460,2443988,1209600,77038,2,34,0,2117997.12,0,323052.48,10,712,0,0,0,858,774022,1236060,402524,27216,3246,62,104,126,2546028,na,3058,374,26794,168974,82300,1061804,1073824,26598,262,0,210,224,2110420,93450,0,61252,0,8,2134934,1394,186,0,0,0,0,0,0,0,0,19200,22256,8774,4172958,943764,45794,11424,6650600,672496,96138,5580,2,2,0,764.4,860,337234,457580,335466,146370,235198,165624,149132,143316,388844,85224,2,34
"neg",52,na,2130706432,32,0,0,0,0,0,0,70,1414,10676,12306,0,0,8098,0,0,0,0,0,20524,14562,10326,3574,0,0,0,0,18,10,0,0,0,0,0,0,23474,0,992,0,1072,32,36,82,11396,11846,2,0,0,0,21482,1780,304,306,86,302,206,0,0,0,30892,0,10,0,0,8098,496,2686,7616,na,na,na,na,na,na,na,na,10120,52.97,30892,30892,32424,48,0,2892,30720,24466,1209600,1208,2,2,0,9348.48,0,14049.6,0,16,0,0,0,680,4918,15466,2846,502,54,0,0,6,30892,na,1134,22,38,6380,3228,4584,6754,2282,44,0,34,62,9832,76,0,40,0,0,10014,148,28,0,0,0,0,0,0,0,0,358,0,0,0,0,542,132,13920,1378,29274,182,0,0,0,60.38,58,15854,7270,1114,132,66,24,6,0,0,0,0,0
"neg",28250,na,268,na,0,0,0,0,0,0,7486,348032,1367794,172244,7002,0,1016568,0,122,0,0,0,1716028,1521910,320196,157280,0,0,0,0,272,84,0,0,0,0,0,35390,760636,484986,621546,0,5936,3484,3074,43646,1484992,361406,20,0,0,0,789362,318430,176594,124742,97862,84974,93656,153620,60300,3018,2036612,208,1406,2154,8,1016568,27614,167142,152172,200440,1310700,1310700,1310700,1310700,1310700,1310700,1310700,115800,28250.2,2036612,2036612,2010424,12307,48668,79896,822700,1902558,1209600,68538,na,na,na,1687976.64,0,212853.12,na,na,0,0,1082,45960,866636,896256,81950,8594,1930,150,na,528,2036612,na,1622,330,111092,58330,113576,1467012,139426,11160,10,0,240,276,1472438,284764,0,8314,6,0,1537880,1356,46,0,0,0,0,0,0,0,0,14460,19152,3884,0,0,60920,12100,55960,80656,1957644,544,0,0,27250420,na,na,226732,367886,272136,144962,299582,350626,211862,26904,1868,0,0,0
"neg",40094,na,0,96,0,0,0,0,0,0,1030,117706,1686248,608060,35592,1292,961568,0,0,0,0,0,2274694,2063926,339866,182128,0,0,0,0,0,0,0,0,0,0,0,25506,472798,1845926,105698,0,1492,1056,1772,111888,1868174,465540,6,0,0,0,679768,704770,303644,232748,177592,130070,136770,84562,4,0,2614936,0,0,0,0,961568,19636,214618,124566,150080,167140,na,na,na,na,na,na,18720,40094.3,2614936,2614936,2627308,15475,0,17558,191600,2449928,1209600,0,2,40,0,2192472.96,0,256126.08,0,0,0,0,0,210,633146,1368710,422584,19510,5510,258,6,0,2614936,na,3120,410,94652,122992,109274,1755562,353376,10484,58,0,130,84,2150782,203868,0,5200,0,6,2207670,0,0,0,0,0,0,0,0,0,0,11766,0,0,0,0,0,0,0,0,0,0,0,0,0,806.76,838,272980,374796,317746,151976,369462,366982,265386,141506,187834,1260,0,0
"neg",895884,na,na,8464,na,na,0,0,20964,2339090,19624706,28385888,13463306,3330982,1035484,161470,25349514,6812,0,na,1046676,2048862,48863162,40224468,26348838,9178030,na,0,3700,0,na,na,0,0,0,0,0,0,2130404,60265124,5966362,0,74784,38448,62080,83876,7338230,60763312,1156,4,0,0,13349382,18615942,13100806,6963652,4345398,2858306,2376296,3006754,2455274,1290080,76263690,na,na,na,na,25349514,1265908,13125106,13178702,635060,593340,529260,525020,490900,527400,510220,480240,561080,895884.51,76263690,76263690,76307922,336655,na,na,1173900,68361890,1209600,na,9504,832,0,53813137.92,0,14515521.6,908,8626,0,264464,4888162,19123472,25551722,14520904,3423676,530668,57014,1808,1120,na,76263690,na,65050,15574,10926202,4191610,17884666,33309026,1934790,34972,0,0,5036,28710,47963750,12387206,774,113752,0,0,49482496,na,na,na,na,na,na,na,na,na,na,629322,na,na,na,na,na,na,na,na,na,na,na,na,na,30819.28,24380,15006902,12226944,11064556,4428454,5086468,7992990,3670488,8751228,133832,28,na,na
"neg",211848,na,216,120,0,0,0,0,17548,1852914,5422722,4211348,2089046,269204,26162,0,6328076,3146,120,0,654496,875830,12213994,12057632,1614826,606538,0,0,0,0,654,2818,0,0,0,0,0,10826,593650,8087482,5196986,0,6412,1304,2714,5628,182502,13690384,0,0,0,0,3810222,4277204,2244472,1359606,705582,399224,253972,350618,397862,90182,14484568,17656,21554,9718,236,6328076,127314,805382,804758,105840,110720,113900,158120,169200,127520,127260,135320,110040,211847.54,14484568,14484568,14517680,72483,43592,109458,1164440,13888944,1209600,213170,256,328,0,10231982.4,2536085.76,1110627.84,6,1342,0,485236,4138968,5413008,2879438,835158,123360,12300,1452,24,292,420,14484568,na,11888,1422,186930,1873802,435476,6100142,5220956,58102,226,0,150,4036,5726820,6548660,0,810,0,0,10259438,6208,216,0,0,870,2538480,0,0,0,0,65668,23462,4254,18108402,2172228,275558,37668,8533280,1302514,14144116,137290,0,0,70538910,3232.7,3064,3691936,1009580,821538,411114,1186664,622386,3232362,2856044,57320,0,0,0
"neg",6,0,16,16,0,0,0,0,0,532,3996,1374,1048,0,0,0,750,0,0,0,2180,3578,10858,11782,7994,286,0,0,0,0,26,38,0,0,0,0,0,0,0,1668,5282,0,46,4,66,998,6,1234,3914,682,0,0,5740,298,90,40,126,50,410,46,10,140,21054,0,4,0,0,750,82,6002,1976,na,na,na,na,na,na,na,na,7860,5.83,21054,21054,23034,26,0,2072,20880,6976,1209600,192,2,2,0,1484.16,0,4416,2,8,0,368,4156,412,1122,262,630,0,0,0,0,4,21054,0,1096,8,8,6,4,1530,3624,654,20,0,16,60,1604,74,0,0,0,0,1612,24,66,0,0,0,0,0,0,0,0,166,0,0,0,0,40,10,1020,100,0,10,0,0,0,0.7,32,5628,1206,116,0,0,0,0,0,0,0,0,0
"neg",10,0,10,8,0,0,0,0,10,3110,34030,42112,4896,0,0,0,33724,0,108,0,6178,13334,72942,62034,89946,6696,0,0,0,0,26,2,0,0,0,0,0,0,0,2332,81826,0,2114,356,952,1000,2090,64954,6024,6668,0,0,43674,31930,5026,1420,1048,482,392,170,12,4,169230,48,34,68,2,33724,1200,67438,21130,na,na,na,na,na,na,na,na,88640,10.88,169230,169230,166154,318,8,16182,168180,84330,1209600,2606,0,28,0,52031.04,12525.12,18528,54,112,0,2598,14450,23202,14550,15890,11140,2328,0,0,6,12,169230,0,1522,102,1476,1770,2956,13284,57398,5516,134,0,16,2,45026,24942,0,0,0,0,55944,238,438,430,14778,0,0,0,0,0,0,1240,0,0,0,0,1230,294,2460,516,0,0,0,0,0,335.08,256,33798,12724,4330,1418,2364,7152,21644,728,0,0,0,0
"neg",54618,na,970,936,0,0,0,0,0,0,236,239870,2322548,802266,59580,3146,1441718,0,0,0,0,0,2999718,2542932,514134,400414,0,0,2600,0,2848,462,0,0,0,0,0,178726,2780760,236268,231892,0,3302,1708,1486,36826,2907056,477210,58,0,0,0,1015640,785984,289254,196900,136906,109980,173700,718996,286,0,3514328,3274,24,9740,30,1441718,44504,272448,240872,184660,160020,na,na,na,na,na,na,164100,54618.7,3514328,3514328,3513964,28054,2142,105348,1088760,3427646,1209600,109892,2,58,0,3070943.04,0,352943.04,0,0,0,0,0,32668,1078752,2031554,261308,17948,4946,470,50,58,3514328,na,5408,572,126044,139880,236590,2515576,383682,19630,264,0,1166,1352,3006894,538718,0,246,0,36,3099780,1504,52,0,0,0,0,0,0,0,0,26044,60320,28710,0,0,93718,16014,9409280,955832,3385834,784,0,0,28556010,1294.52,1326,373834,523336,448264,224348,475458,981896,259876,130446,9286,902,0,0
